size,time_astar,acc_astar,time_genn_astar,acc_genn_astar
4,0.03578684385865927,1.0,1.2428237269632518,1.0
5,0.052479136269539595,1.0,1.7338123708032072,1.0
6,0.07925417926162481,1.0,1.630450954195112,1.0
7,0.07589047960937023,1.0,1.9904536143876612,1.0
8,0.048518105410039425,1.0,1.9412032859399915,1.0
9,1.1088761030696332,1.0,1.958058771211654,1.0
10,25.310101254843175,1.0,2.4825702817179263,1.0
